grant_id,plan_id,emp_id,participant_group,grant_type,award_type,grant_date,shares_granted,psu_max_multiplier,psu_share_basis,stock_price_at_grant_usd,strike_price_usd,grant_date_fv_per_share_usd,vest_start_date,vest_months_total,cliff_months,vest_frequency,performance_period_end
G-006491,P-2022,E-1237,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006492,P-2022,E-1238,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006493,P-2022,E-1239,staff,annual_refresh,rsu,2026-02-15,763,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006494,P-2022,E-1242,staff,annual_refresh,rsu,2026-02-15,317,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006495,P-2022,E-1243,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006496,P-2022,E-1244,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006497,P-2022,E-1245,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006498,P-2022,E-1246,management,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006499,P-2022,E-1247,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006500,P-2022,E-1248,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006501,P-2022,E-1249,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006502,P-2022,E-1251,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006503,P-2022,E-1253,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006504,P-2022,E-1254,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006505,P-2022,E-1257,management,annual_refresh,rsu,2026-02-15,323,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006506,P-2022,E-1258,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006507,P-2022,E-1259,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006508,P-2022,E-1260,management,annual_refresh,rsu,2026-02-15,3991,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006509,P-2022,E-1262,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006510,P-2022,E-1263,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006511,P-2022,E-1264,management,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006512,P-2022,E-1265,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006513,P-2022,E-1266,management,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006514,P-2022,E-1267,management,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006515,P-2022,E-1269,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006516,P-2022,E-1270,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006517,P-2022,E-1271,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006518,P-2022,E-1272,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006519,P-2022,E-1273,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006520,P-2022,E-1274,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006521,P-2022,E-1276,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006522,P-2022,E-1277,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006523,P-2022,E-1278,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006524,P-2022,E-1279,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006525,P-2022,E-1280,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006526,P-2022,E-1281,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006527,P-2022,E-1282,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006528,P-2022,E-1283,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006529,P-2022,E-1284,management,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006530,P-2022,E-1285,staff,annual_refresh,rsu,2026-02-15,1878,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006531,P-2022,E-1286,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006532,P-2022,E-1287,staff,annual_refresh,rsu,2026-02-15,3991,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006533,P-2022,E-1288,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006534,P-2022,E-1289,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006535,P-2022,E-1290,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006536,P-2022,E-1291,staff,annual_refresh,rsu,2026-02-15,763,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006537,P-2022,E-1292,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006538,P-2022,E-1293,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006539,P-2022,E-1294,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006540,P-2022,E-1295,management,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006541,P-2022,E-1297,management,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006542,P-2022,E-1298,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006543,P-2022,E-1299,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006544,P-2022,E-1300,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006545,P-2022,E-1301,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006546,P-2022,E-1302,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006547,P-2022,E-1303,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006548,P-2022,E-1304,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006549,P-2022,E-1306,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006550,P-2022,E-1307,management,annual_refresh,rsu,2026-02-15,2700,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006551,P-2022,E-1308,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006552,P-2022,E-1309,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006553,P-2022,E-1311,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006554,P-2022,E-1314,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006555,P-2022,E-1315,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006556,P-2022,E-1316,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006557,P-2022,E-1318,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006558,P-2022,E-1319,staff,annual_refresh,rsu,2026-02-15,1350,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006559,P-2022,E-1320,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006560,P-2022,E-1321,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006561,P-2022,E-1324,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006562,P-2022,E-1325,staff,annual_refresh,rsu,2026-02-15,176,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006563,P-2022,E-1326,management,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006564,P-2022,E-1327,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006565,P-2022,E-1330,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006566,P-2022,E-1332,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006567,P-2022,E-1334,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006568,P-2022,E-1335,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006569,P-2022,E-1336,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006570,P-2022,E-1337,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006571,P-2022,E-1338,management,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006572,P-2022,E-1339,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006573,P-2022,E-1340,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006574,P-2022,E-1341,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006575,P-2022,E-1342,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006576,P-2022,E-1343,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006577,P-2022,E-1345,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006578,P-2022,E-1346,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006579,P-2022,E-1347,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006580,P-2022,E-1348,management,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006581,P-2022,E-1349,staff,annual_refresh,rsu,2026-02-15,1350,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006582,P-2022,E-1350,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006583,P-2022,E-1351,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006584,P-2022,E-1353,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006585,P-2022,E-1354,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006586,P-2022,E-1356,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006587,P-2022,E-1360,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006588,P-2022,E-1361,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006589,P-2022,E-1362,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006590,P-2022,E-1363,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006591,P-2022,E-1364,management,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006592,P-2022,E-1366,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006593,P-2022,E-1368,management,annual_refresh,rsu,2026-02-15,2817,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006594,P-2022,E-1372,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006595,P-2022,E-1373,staff,annual_refresh,rsu,2026-02-15,763,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006596,P-2022,E-1374,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006597,P-2022,E-1375,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006598,P-2022,E-1377,management,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006599,P-2022,E-1379,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006600,P-2022,E-1380,management,annual_refresh,rsu,2026-02-15,563,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006601,P-2022,E-1381,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006602,P-2022,E-1382,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006603,P-2022,E-1383,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006604,P-2022,E-1384,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006605,P-2022,E-1385,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006606,P-2022,E-1387,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006607,P-2022,E-1388,management,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006608,P-2022,E-1390,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006609,P-2022,E-1391,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006610,P-2022,E-1392,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006611,P-2022,E-1394,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006612,P-2022,E-1395,staff,annual_refresh,rsu,2026-02-15,1878,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006613,P-2022,E-1397,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006614,P-2022,E-1398,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006615,P-2022,E-1400,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006616,P-2022,E-1401,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006617,P-2022,E-1402,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006618,P-2022,E-1403,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006619,P-2022,E-1404,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006620,P-2022,E-1405,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006621,P-2022,E-1406,staff,annual_refresh,rsu,2026-02-15,263,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006622,P-2022,E-1407,staff,annual_refresh,rsu,2026-02-15,3991,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006623,P-2022,E-1408,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006624,P-2022,E-1409,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006625,P-2022,E-1410,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006626,P-2022,E-1411,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006627,P-2022,E-1412,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006628,P-2022,E-1413,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006629,P-2022,E-1414,management,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006630,P-2022,E-1416,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006631,P-2022,E-1417,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006632,P-2022,E-1418,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006633,P-2022,E-1419,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006634,P-2022,E-1421,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006635,P-2022,E-1423,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006636,P-2022,E-1426,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006637,P-2022,E-1427,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006638,P-2022,E-1428,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006639,P-2022,E-1429,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006640,P-2022,E-1431,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006641,P-2022,E-1432,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006642,P-2022,E-1433,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006643,P-2022,E-1434,staff,annual_refresh,rsu,2026-02-15,763,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006644,P-2022,E-1435,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006645,P-2022,E-1436,management,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006646,P-2022,E-1437,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006647,P-2022,E-1439,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006648,P-2022,E-1440,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006649,P-2022,E-1441,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006650,P-2022,E-1443,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006651,P-2022,E-1445,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006652,P-2022,E-1447,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006653,P-2022,E-1448,staff,annual_refresh,rsu,2026-02-15,1878,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006654,P-2022,E-1449,staff,annual_refresh,rsu,2026-02-15,3991,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006655,P-2022,E-1450,staff,annual_refresh,rsu,2026-02-15,528,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006656,P-2022,E-1451,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006657,P-2022,E-1452,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006658,P-2022,E-1453,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006659,P-2022,E-1454,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006660,P-2022,E-1455,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006661,P-2022,E-1456,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006662,P-2022,E-1457,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006663,P-2022,E-1458,staff,annual_refresh,rsu,2026-02-15,469,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006664,P-2022,E-1459,staff,annual_refresh,rsu,2026-02-15,763,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006665,P-2022,E-1460,staff,annual_refresh,rsu,2026-02-15,387,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006666,P-2022,E-1461,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006667,P-2022,E-1462,staff,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006668,P-2022,E-1464,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006669,P-2022,E-1465,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006670,P-2022,E-1466,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006671,P-2022,E-1467,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006672,P-2022,E-1468,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006673,P-2022,E-1469,management,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006674,P-2022,E-1471,staff,annual_refresh,rsu,2026-02-15,939,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006675,P-2022,E-1472,staff,annual_refresh,rsu,2026-02-15,1350,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006676,P-2022,E-1473,staff,annual_refresh,rsu,2026-02-15,329,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006677,P-2022,E-1474,staff,annual_refresh,rsu,2026-02-15,282,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006678,P-2022,E-1475,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006679,P-2022,E-1476,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006680,P-2022,E-1477,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006681,P-2022,E-1479,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006682,P-2022,E-1480,staff,annual_refresh,rsu,2026-02-15,323,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006683,P-2022,E-1481,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006684,P-2022,E-1482,staff,annual_refresh,rsu,2026-02-15,646,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006685,P-2022,E-1483,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006686,P-2022,E-1484,management,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006687,P-2022,E-1485,management,annual_refresh,rsu,2026-02-15,1291,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006688,P-2022,E-1486,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006689,P-2022,E-1487,staff,annual_refresh,rsu,2026-02-15,106,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006690,P-2022,E-1488,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006691,P-2022,E-1490,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006692,P-2022,E-1491,staff,annual_refresh,rsu,2026-02-15,352,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
G-006693,P-2022,E-1492,staff,annual_refresh,rsu,2026-02-15,211,1.0,,85.2,,85.2,2026-02-15,48,12,monthly,
