grant_id,plan_id,emp_id,participant_group,grant_type,award_type,grant_date,shares_granted,psu_max_multiplier,stock_price_at_grant_usd,strike_price_usd,grant_date_fv_per_share_usd,vest_start_date,vest_months_total,cliff_months,vest_frequency,performance_period_end
G-002932,P-2022,E-0517,staff,annual_refresh,rsu,2024-02-15,698,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002933,P-2022,E-0518,staff,annual_refresh,rsu,2024-02-15,487,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002934,P-2022,E-0521,staff,annual_refresh,rsu,2024-02-15,440,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002935,P-2022,E-0523,staff,annual_refresh,rsu,2024-02-15,595,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002936,P-2022,E-0526,management,annual_refresh,rsu,2024-02-15,1649,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002937,P-2022,E-0527,staff,annual_refresh,rsu,2024-02-15,505,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002938,P-2022,E-0529,staff,annual_refresh,rsu,2024-02-15,815,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002939,P-2022,E-0530,management,annual_refresh,rsu,2024-02-15,1948,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002940,P-2022,E-0532,staff,annual_refresh,rsu,2024-02-15,855,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002941,P-2022,E-0533,staff,annual_refresh,rsu,2024-02-15,457,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002942,P-2022,E-0534,staff,annual_refresh,rsu,2024-02-15,459,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002943,P-2022,E-0540,staff,annual_refresh,rsu,2024-02-15,757,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002944,P-2022,E-0542,staff,annual_refresh,rsu,2024-02-15,833,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002945,P-2022,E-0543,staff,annual_refresh,rsu,2024-02-15,566,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002946,P-2022,E-0545,management,annual_refresh,rsu,2024-02-15,2019,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002947,P-2022,E-0548,staff,annual_refresh,rsu,2024-02-15,766,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002948,P-2022,E-0552,management,annual_refresh,rsu,2024-02-15,2057,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002949,P-2022,E-0554,staff,annual_refresh,rsu,2024-02-15,552,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002950,P-2022,E-0556,staff,annual_refresh,rsu,2024-02-15,515,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002951,P-2022,E-0557,management,annual_refresh,rsu,2024-02-15,1541,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002952,P-2022,E-0562,staff,annual_refresh,rsu,2024-02-15,586,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002953,P-2022,E-0563,management,annual_refresh,rsu,2024-02-15,1781,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002955,P-2022,E-0568,staff,annual_refresh,rsu,2024-02-15,524,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002956,P-2022,E-0571,staff,annual_refresh,rsu,2024-02-15,497,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002957,P-2022,E-0572,staff,annual_refresh,rsu,2024-02-15,1334,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002958,P-2022,E-0576,staff,annual_refresh,rsu,2024-02-15,417,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002959,P-2022,E-0577,staff,annual_refresh,rsu,2024-02-15,484,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002960,P-2022,E-0583,section16,exec_annual,rsu,2024-02-15,13990,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002961,P-2022,E-0583,section16,exec_annual,psu,2024-02-15,10493,2.0,64.16,,64.16,2024-02-15,36,36,cliff,2027-02-28
G-002962,P-2022,E-0583,section16,exec_annual,option,2024-02-15,22495,1.0,64.16,64.16,29.926,2024-02-15,48,12,monthly,
G-002963,P-2022,E-0587,staff,annual_refresh,rsu,2024-02-15,521,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002964,P-2022,E-0590,staff,annual_refresh,rsu,2024-02-15,746,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002965,P-2022,E-0592,staff,annual_refresh,rsu,2024-02-15,1190,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002966,P-2022,E-0596,staff,annual_refresh,rsu,2024-02-15,579,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002967,P-2022,E-0597,staff,annual_refresh,rsu,2024-02-15,506,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002968,P-2022,E-0601,management,annual_refresh,rsu,2024-02-15,3578,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002969,P-2022,E-0602,staff,annual_refresh,rsu,2024-02-15,771,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002970,P-2022,E-0604,staff,annual_refresh,rsu,2024-02-15,934,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002971,P-2022,E-0607,staff,annual_refresh,rsu,2024-02-15,866,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002972,P-2022,E-0608,staff,annual_refresh,rsu,2024-02-15,1294,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002973,P-2022,E-0610,management,annual_refresh,rsu,2024-02-15,1726,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002974,P-2022,E-0613,staff,annual_refresh,rsu,2024-02-15,942,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002975,P-2022,E-0614,staff,annual_refresh,rsu,2024-02-15,512,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002976,P-2022,E-0619,staff,annual_refresh,rsu,2024-02-15,453,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002977,P-2022,E-0621,staff,annual_refresh,rsu,2024-02-15,477,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002978,P-2022,E-0623,section16,exec_annual,rsu,2024-02-15,13990,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002979,P-2022,E-0623,section16,exec_annual,psu,2024-02-15,10493,2.0,64.16,,64.16,2024-02-15,36,36,cliff,2027-02-28
G-002980,P-2022,E-0623,section16,exec_annual,option,2024-02-15,22495,1.0,64.16,64.16,29.926,2024-02-15,48,12,monthly,
G-002981,P-2022,E-0625,staff,annual_refresh,rsu,2024-02-15,1303,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002982,P-2022,E-0626,staff,annual_refresh,rsu,2024-02-15,562,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002983,P-2022,E-0628,staff,annual_refresh,rsu,2024-02-15,1320,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002984,P-2022,E-0629,staff,annual_refresh,rsu,2024-02-15,604,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002985,P-2022,E-0630,section16,exec_annual,rsu,2024-02-15,13990,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002986,P-2022,E-0630,section16,exec_annual,psu,2024-02-15,10493,2.0,64.16,,64.16,2024-02-15,36,36,cliff,2027-02-28
G-002987,P-2022,E-0630,section16,exec_annual,option,2024-02-15,22495,1.0,64.16,64.16,29.926,2024-02-15,48,12,monthly,
G-002988,P-2022,E-0631,staff,annual_refresh,rsu,2024-02-15,1451,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002989,P-2022,E-0632,staff,annual_refresh,rsu,2024-02-15,761,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002990,P-2022,E-0635,staff,annual_refresh,rsu,2024-02-15,474,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002991,P-2022,E-0636,staff,annual_refresh,rsu,2024-02-15,643,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002992,P-2022,E-0637,staff,annual_refresh,rsu,2024-02-15,648,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002993,P-2022,E-0640,staff,annual_refresh,rsu,2024-02-15,920,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002994,P-2022,E-0645,staff,annual_refresh,rsu,2024-02-15,888,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002995,P-2022,E-0646,staff,annual_refresh,rsu,2024-02-15,608,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002997,P-2022,E-0648,staff,annual_refresh,rsu,2024-02-15,486,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002998,P-2022,E-0650,management,annual_refresh,rsu,2024-02-15,1797,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-002999,P-2022,E-0653,management,annual_refresh,rsu,2024-02-15,3814,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003000,P-2022,E-0654,staff,annual_refresh,rsu,2024-02-15,862,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003001,P-2022,E-0655,staff,annual_refresh,rsu,2024-02-15,1307,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003002,P-2022,E-0657,section16,exec_annual,rsu,2024-02-15,13990,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003003,P-2022,E-0657,section16,exec_annual,psu,2024-02-15,10493,2.0,64.16,,64.16,2024-02-15,36,36,cliff,2027-02-28
G-003004,P-2022,E-0657,section16,exec_annual,option,2024-02-15,22495,1.0,64.16,64.16,29.926,2024-02-15,48,12,monthly,
G-003005,P-2022,E-0658,section16,exec_annual,rsu,2024-02-15,13990,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003006,P-2022,E-0658,section16,exec_annual,psu,2024-02-15,10493,2.0,64.16,,64.16,2024-02-15,36,36,cliff,2027-02-28
G-003007,P-2022,E-0658,section16,exec_annual,option,2024-02-15,22495,1.0,64.16,64.16,29.926,2024-02-15,48,12,monthly,
G-003008,P-2022,E-0660,staff,annual_refresh,rsu,2024-02-15,751,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003009,P-2022,E-0663,staff,annual_refresh,rsu,2024-02-15,1215,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003010,P-2022,E-0666,management,annual_refresh,rsu,2024-02-15,2056,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003011,P-2022,E-0667,management,annual_refresh,rsu,2024-02-15,7430,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003012,P-2022,E-0671,staff,annual_refresh,rsu,2024-02-15,829,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003013,P-2022,E-0672,staff,annual_refresh,rsu,2024-02-15,588,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003014,P-2022,E-0674,staff,annual_refresh,rsu,2024-02-15,538,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003015,P-2022,E-0678,staff,annual_refresh,rsu,2024-02-15,1485,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003016,P-2022,E-0679,staff,annual_refresh,rsu,2024-02-15,458,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003017,P-2022,E-0680,staff,annual_refresh,rsu,2024-02-15,795,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003018,P-2022,E-0683,staff,annual_refresh,rsu,2024-02-15,1392,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003019,P-2022,E-0684,management,annual_refresh,rsu,2024-02-15,8213,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003020,P-2022,E-0688,staff,annual_refresh,rsu,2024-02-15,563,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003021,P-2022,E-0689,management,annual_refresh,rsu,2024-02-15,1564,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003022,P-2022,E-0691,staff,annual_refresh,rsu,2024-02-15,438,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003023,P-2022,E-0693,staff,annual_refresh,rsu,2024-02-15,1426,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003024,P-2022,E-0698,staff,annual_refresh,rsu,2024-02-15,725,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003025,P-2022,E-0701,staff,annual_refresh,rsu,2024-02-15,476,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003026,P-2022,E-0703,staff,annual_refresh,rsu,2024-02-15,442,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003027,P-2022,E-0704,staff,annual_refresh,rsu,2024-02-15,569,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003028,P-2022,E-0708,staff,annual_refresh,rsu,2024-02-15,531,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003029,P-2022,E-0711,staff,annual_refresh,rsu,2024-02-15,530,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003030,P-2022,E-0712,staff,annual_refresh,rsu,2024-02-15,1265,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003031,P-2022,E-0713,staff,annual_refresh,rsu,2024-02-15,600,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003032,P-2022,E-0717,staff,annual_refresh,rsu,2024-02-15,530,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003033,P-2022,E-0718,staff,annual_refresh,rsu,2024-02-15,436,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003034,P-2022,E-0720,management,annual_refresh,rsu,2024-02-15,1963,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003035,P-2022,E-0725,staff,annual_refresh,rsu,2024-02-15,1221,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003036,P-2022,E-0726,staff,annual_refresh,rsu,2024-02-15,1425,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003037,P-2022,E-0731,staff,annual_refresh,rsu,2024-02-15,530,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003038,P-2022,E-0733,management,annual_refresh,rsu,2024-02-15,3970,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003039,P-2022,E-0736,staff,annual_refresh,rsu,2024-02-15,562,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003040,P-2022,E-0737,staff,annual_refresh,rsu,2024-02-15,704,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003041,P-2022,E-0738,staff,annual_refresh,rsu,2024-02-15,850,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003042,P-2022,E-0739,staff,annual_refresh,rsu,2024-02-15,893,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003043,P-2022,E-0742,staff,annual_refresh,rsu,2024-02-15,520,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003045,P-2022,E-0745,staff,annual_refresh,rsu,2024-02-15,423,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003046,P-2022,E-0746,management,annual_refresh,rsu,2024-02-15,9032,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003047,P-2022,E-0747,staff,annual_refresh,rsu,2024-02-15,922,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003048,P-2022,E-0749,staff,annual_refresh,rsu,2024-02-15,424,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003049,P-2022,E-0752,management,annual_refresh,rsu,2024-02-15,4246,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003050,P-2022,E-0753,staff,annual_refresh,rsu,2024-02-15,1225,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003051,P-2022,E-0754,staff,annual_refresh,rsu,2024-02-15,473,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003052,P-2022,E-0758,staff,annual_refresh,rsu,2024-02-15,577,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003053,P-2022,E-0762,staff,annual_refresh,rsu,2024-02-15,774,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003054,P-2022,E-0767,staff,annual_refresh,rsu,2024-02-15,638,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003055,P-2022,E-0768,staff,annual_refresh,rsu,2024-02-15,563,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003056,P-2022,E-0771,staff,annual_refresh,rsu,2024-02-15,559,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003057,P-2022,E-0773,management,annual_refresh,rsu,2024-02-15,2030,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003058,P-2022,E-0777,staff,annual_refresh,rsu,2024-02-15,531,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003059,P-2022,E-0778,staff,annual_refresh,rsu,2024-02-15,910,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003060,P-2022,E-0780,staff,annual_refresh,rsu,2024-02-15,1212,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003061,P-2022,E-0781,staff,annual_refresh,rsu,2024-02-15,845,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003062,P-2022,E-0782,staff,annual_refresh,rsu,2024-02-15,522,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003063,P-2022,E-0783,staff,annual_refresh,rsu,2024-02-15,458,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003064,P-2022,E-0784,staff,annual_refresh,rsu,2024-02-15,604,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003065,P-2022,E-0787,staff,annual_refresh,rsu,2024-02-15,891,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003066,P-2022,E-0790,staff,annual_refresh,rsu,2024-02-15,479,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003067,P-2022,E-0791,management,annual_refresh,rsu,2024-02-15,1879,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003068,P-2022,E-0793,staff,annual_refresh,rsu,2024-02-15,926,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003069,P-2022,E-0795,staff,annual_refresh,rsu,2024-02-15,456,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003071,P-2022,E-0798,staff,annual_refresh,rsu,2024-02-15,498,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003072,P-2022,E-0801,staff,annual_refresh,rsu,2024-02-15,849,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003073,P-2022,E-0802,staff,annual_refresh,rsu,2024-02-15,1299,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003074,P-2022,E-0803,management,annual_refresh,rsu,2024-02-15,2058,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003075,P-2022,E-0804,staff,annual_refresh,rsu,2024-02-15,416,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003076,P-2022,E-0806,staff,annual_refresh,rsu,2024-02-15,414,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003077,P-2022,E-0809,staff,annual_refresh,rsu,2024-02-15,478,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003078,P-2022,E-0810,staff,annual_refresh,rsu,2024-02-15,1348,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003079,P-2022,E-0813,management,annual_refresh,rsu,2024-02-15,1880,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003080,P-2022,E-0814,staff,annual_refresh,rsu,2024-02-15,499,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003082,P-2022,E-0818,staff,annual_refresh,rsu,2024-02-15,452,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003083,P-2022,E-0819,staff,annual_refresh,rsu,2024-02-15,547,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003084,P-2022,E-0820,management,annual_refresh,rsu,2024-02-15,4362,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003085,P-2022,E-0822,staff,annual_refresh,rsu,2024-02-15,710,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003086,P-2022,E-0824,staff,annual_refresh,rsu,2024-02-15,548,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003087,P-2022,E-0828,staff,annual_refresh,rsu,2024-02-15,1405,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003088,P-2022,E-0829,management,annual_refresh,rsu,2024-02-15,3883,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003089,P-2022,E-0830,staff,annual_refresh,rsu,2024-02-15,711,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003090,P-2022,E-0832,management,annual_refresh,rsu,2024-02-15,3806,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003091,P-2022,E-0833,staff,annual_refresh,rsu,2024-02-15,921,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003092,P-2022,E-0834,staff,annual_refresh,rsu,2024-02-15,495,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003093,P-2022,E-0837,staff,annual_refresh,rsu,2024-02-15,793,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003094,P-2022,E-0838,staff,annual_refresh,rsu,2024-02-15,832,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003095,P-2022,E-0840,staff,annual_refresh,rsu,2024-02-15,1058,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003096,P-2022,E-0842,management,annual_refresh,rsu,2024-02-15,1778,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003097,P-2022,E-0843,staff,annual_refresh,rsu,2024-02-15,751,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003098,P-2022,E-0846,staff,annual_refresh,rsu,2024-02-15,466,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003099,P-2022,E-0849,staff,annual_refresh,rsu,2024-02-15,815,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003100,P-2022,E-0850,staff,annual_refresh,rsu,2024-02-15,567,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003101,P-2022,E-0851,staff,annual_refresh,rsu,2024-02-15,596,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003102,P-2022,E-0852,staff,annual_refresh,rsu,2024-02-15,693,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003103,P-2022,E-0854,staff,annual_refresh,rsu,2024-02-15,545,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003105,P-2022,E-0857,staff,annual_refresh,rsu,2024-02-15,484,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003107,P-2022,E-0863,staff,annual_refresh,rsu,2024-02-15,835,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003108,P-2022,E-0864,staff,annual_refresh,rsu,2024-02-15,830,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003109,P-2022,E-0865,management,annual_refresh,rsu,2024-02-15,9592,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003110,P-2022,E-0868,staff,annual_refresh,rsu,2024-02-15,814,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003111,P-2022,E-0869,staff,annual_refresh,rsu,2024-02-15,898,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003112,P-2022,E-0870,staff,annual_refresh,rsu,2024-02-15,911,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003113,P-2022,E-0871,management,annual_refresh,rsu,2024-02-15,2108,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003114,P-2022,E-0873,management,annual_refresh,rsu,2024-02-15,1828,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003115,P-2022,E-0877,staff,annual_refresh,rsu,2024-02-15,434,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003116,P-2022,E-0880,staff,annual_refresh,rsu,2024-02-15,606,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003118,P-2022,E-0883,staff,annual_refresh,rsu,2024-02-15,411,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003119,P-2022,E-0884,staff,annual_refresh,rsu,2024-02-15,800,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003120,P-2022,E-0885,staff,annual_refresh,rsu,2024-02-15,1208,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003121,P-2022,E-0887,management,annual_refresh,rsu,2024-02-15,1602,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003122,P-2022,E-0890,staff,annual_refresh,rsu,2024-02-15,409,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003123,P-2022,E-0892,staff,annual_refresh,rsu,2024-02-15,1133,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003124,P-2022,E-0893,staff,annual_refresh,rsu,2024-02-15,773,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003125,P-2022,E-0896,staff,annual_refresh,rsu,2024-02-15,438,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003126,P-2022,E-0897,management,annual_refresh,rsu,2024-02-15,9827,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003127,P-2022,E-0899,management,annual_refresh,rsu,2024-02-15,2279,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003129,P-2022,E-0904,staff,annual_refresh,rsu,2024-02-15,437,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003130,P-2022,E-0905,staff,annual_refresh,rsu,2024-02-15,827,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003131,P-2022,E-0907,staff,annual_refresh,rsu,2024-02-15,747,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003132,P-2022,E-0908,staff,annual_refresh,rsu,2024-02-15,802,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003134,P-2022,E-0913,staff,annual_refresh,rsu,2024-02-15,1062,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003135,P-2022,E-0914,staff,annual_refresh,rsu,2024-02-15,725,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003136,P-2022,E-0916,management,annual_refresh,rsu,2024-02-15,2234,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003137,P-2022,E-0918,staff,annual_refresh,rsu,2024-02-15,452,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003138,P-2022,E-0922,staff,annual_refresh,rsu,2024-02-15,425,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003139,P-2022,E-0923,staff,annual_refresh,rsu,2024-02-15,1373,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003140,P-2022,E-0925,management,annual_refresh,rsu,2024-02-15,2227,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003141,P-2022,E-0926,staff,annual_refresh,rsu,2024-02-15,518,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003142,P-2022,E-0927,staff,annual_refresh,rsu,2024-02-15,458,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003143,P-2022,E-0930,staff,annual_refresh,rsu,2024-02-15,569,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003144,P-2022,E-0931,staff,annual_refresh,rsu,2024-02-15,493,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003145,P-2022,E-0932,staff,annual_refresh,rsu,2024-02-15,456,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003146,P-2022,E-0933,staff,annual_refresh,rsu,2024-02-15,543,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
G-003147,P-2022,E-0935,staff,annual_refresh,rsu,2024-02-15,759,1.0,64.16,,64.16,2024-02-15,48,12,monthly,
